Registry,Project Type Category,Vintage Year,Project Count,project_ids,total_credits_issued,total_credits_retired,total_credits_remaining,retirement_rate
ACR,Industrial efficiency,2020,44,"[""ACR223"", ""ACR382"", ""ACR533"", ""ACR535"", ""ACR536"", ""ACR538"", ""ACR543"", ""ACR547"", ""ACR550"", ""ACR561"", ""ACR564"", ""ACR577"", ""ACR582"", ""ACR583"", ""ACR584"", ""ACR585"", ""ACR589"", ""ACR620"", ""ACR621"", ""ACR622"", ""ACR623"", ""ACR624"", ""ACR627"", ""ACR629"", ""ACR631"", ""ACR640"", ""ACR641"", ""ACR642"", ""ACR648"", ""ACR652"", ""ACR657"", ""ACR659"", ""ACR661"", ""ACR662"", ""ACR676"", ""ACR693"", ""ACR702"", ""ACR747"", ""ACR760"", ""ACR772"", ""ACR774"", ""ACR776"", ""ACR791"", ""ACR813""]",16360943,4814038,11546905,29.4
ACR,Industrial efficiency,2021,45,"[""ACR223"", ""ACR382"", ""ACR597"", ""ACR608"", ""ACR619"", ""ACR625"", ""ACR636"", ""ACR645"", ""ACR649"", ""ACR666"", ""ACR670"", ""ACR671"", ""ACR678"", ""ACR686"", ""ACR692"", ""ACR693"", ""ACR702"", ""ACR706"", ""ACR707"", ""ACR708"", ""ACR742"", ""ACR764"", ""ACR765"", ""ACR766"", ""ACR767"", ""ACR768"", ""ACR773"", ""ACR775"", ""ACR777"", ""ACR794"", ""ACR795"", ""ACR796"", ""ACR797"", ""ACR805"", ""ACR813"", ""ACR817"", ""ACR818"", ""ACR819"", ""ACR824"", ""ACR829"", ""ACR830"", ""ACR868"", ""ACR886"", ""ACR904"", ""ACR919""]",13611270,2948105,10663165,21.7
ACR,Industrial efficiency,2022,48,"[""ACR1005"", ""ACR1008"", ""ACR1014"", ""ACR1032"", ""ACR1033"", ""ACR1048"", ""ACR1049"", ""ACR1060"", ""ACR1088"", ""ACR223"", ""ACR382"", ""ACR736"", ""ACR742"", ""ACR744"", ""ACR755"", ""ACR758"", ""ACR762"", ""ACR780"", ""ACR799"", ""ACR810"", ""ACR814"", ""ACR815"", ""ACR823"", ""ACR827"", ""ACR832"", ""ACR833"", ""ACR834"", ""ACR835"", ""ACR836"", ""ACR846"", ""ACR847"", ""ACR868"", ""ACR869"", ""ACR876"", ""ACR887"", ""ACR896"", ""ACR919"", ""ACR926"", ""ACR927"", ""ACR928"", ""ACR945"", ""ACR948"", ""ACR952"", ""ACR953"", ""ACR994"", ""ACR995"", ""ACR996"", ""ACR997""]",13441893,2362715,11079178,17.6
ACR,Industrial efficiency,2023,60,"[""ACR1000"", ""ACR1001"", ""ACR1021"", ""ACR1032"", ""ACR1033"", ""ACR1034"", ""ACR1045"", ""ACR1047"", ""ACR1050"", ""ACR1060"", ""ACR1065"", ""ACR1078"", ""ACR1088"", ""ACR1097"", ""ACR1098"", ""ACR1104"", ""ACR1106"", ""ACR1114"", ""ACR1133"", ""ACR1164"", ""ACR1179"", ""ACR1190"", ""ACR382"", ""ACR814"", ""ACR826"", ""ACR839"", ""ACR844"", ""ACR849"", ""ACR872"", ""ACR875"", ""ACR876"", ""ACR877"", ""ACR882"", ""ACR884"", ""ACR892"", ""ACR896"", ""ACR902"", ""ACR903"", ""ACR905"", ""ACR918"", ""ACR921"", ""ACR924"", ""ACR928"", ""ACR929"", ""ACR933"", ""ACR935"", ""ACR936"", ""ACR937"", ""ACR941"", ""ACR947"", ""ACR949"", ""ACR973"", ""ACR974"", ""ACR975"", ""ACR976"", ""ACR977"", ""ACR992"", ""ACR993"", ""ACR998"", ""ACR999""]",17775884,3993139,13782745,22.5
ACR,Industrial efficiency,2024,49,"[""ACR1007"", ""ACR1013"", ""ACR1020"", ""ACR1021"", ""ACR1022"", ""ACR1034"", ""ACR1035"", ""ACR1036"", ""ACR1039"", ""ACR1040"", ""ACR1041"", ""ACR1042"", ""ACR1045"", ""ACR1047"", ""ACR1050"", ""ACR1065"", ""ACR1066"", ""ACR1067"", ""ACR1076"", ""ACR1090"", ""ACR1092"", ""ACR1102"", ""ACR1103"", ""ACR1104"", ""ACR1107"", ""ACR1108"", ""ACR1109"", ""ACR1110"", ""ACR1111"", ""ACR1113"", ""ACR1114"", ""ACR1116"", ""ACR1125"", ""ACR1130"", ""ACR1151"", ""ACR1152"", ""ACR1165"", ""ACR1169"", ""ACR1172"", ""ACR1174"", ""ACR1182"", ""ACR1190"", ""ACR1205"", ""ACR1210"", ""ACR382"", ""ACR793"", ""ACR889"", ""ACR893"", ""ACR979""]",9819634,407233,9412401,4.1
ACR,Industrial efficiency,2025,25,"[""ACR1092"", ""ACR1108"", ""ACR1117"", ""ACR1124"", ""ACR1129"", ""ACR1140"", ""ACR1147"", ""ACR1148"", ""ACR1149"", ""ACR1150"", ""ACR1163"", ""ACR1169"", ""ACR1172"", ""ACR1173"", ""ACR1174"", ""ACR1176"", ""ACR1182"", ""ACR1185"", ""ACR1188"", ""ACR1194"", ""ACR1196"", ""ACR1200"", ""ACR1205"", ""ACR1216"", ""ACR1221""]",3782348,314831,3467517,8.3
ACR,Landfill gas,1998,1,"[""ACR119""]",48826,330,48496,0.7
ACR,Landfill gas,1999,1,"[""ACR119""]",74895,6547,68348,8.7
ACR,Landfill gas,2000,1,"[""ACR119""]",114507,1040,113467,0.9
ACR,Landfill gas,2001,1,"[""ACR119""]",114478,0,114478,0.0
ACR,Landfill gas,2002,1,"[""ACR119""]",110796,0,110796,0.0
ACR,Landfill gas,2003,4,"[""ACR113"", ""ACR119"", ""ACR163"", ""ACR164""]",309610,93003,216607,30.0
ACR,Landfill gas,2004,3,"[""ACR113"", ""ACR119"", ""ACR164""]",320249,197277,122972,61.6
ACR,Landfill gas,2005,5,"[""ACR113"", ""ACR119"", ""ACR127"", ""ACR163"", ""ACR164""]",358764,217230,141534,60.5
ACR,Landfill gas,2006,11,"[""ACR106"", ""ACR110"", ""ACR112"", ""ACR113"", ""ACR119"", ""ACR122"", ""ACR127"", ""ACR128"", ""ACR161"", ""ACR163"", ""ACR164""]",969426,614769,354657,63.4
ACR,Landfill gas,2007,11,"[""ACR106"", ""ACR110"", ""ACR112"", ""ACR113"", ""ACR119"", ""ACR122"", ""ACR127"", ""ACR128"", ""ACR161"", ""ACR163"", ""ACR164""]",727364,384748,342616,52.9
ACR,Landfill gas,2008,2,"[""ACR113"", ""ACR119""]",244983,86951,158032,35.5
ACR,Landfill gas,2009,1,"[""ACR119""]",108593,44000,64593,40.5
ACR,Landfill gas,2010,1,"[""ACR119""]",128923,0,128923,0.0
ACR,Landfill gas,2011,1,"[""ACR119""]",40121,40085,36,99.9
ACR,Landfill gas,2018,1,"[""ACR411""]",36604,36604,0,100.0
ACR,Landfill gas,2019,1,"[""ACR411""]",50086,50086,0,100.0
ACR,Landfill gas,2020,1,"[""ACR411""]",62370,62370,0,100.0
ACR,Landfill gas,2021,3,"[""ACR411"", ""ACR729"", ""ACR923""]",133689,80509,53180,60.2
ACR,Landfill gas,2022,4,"[""ACR411"", ""ACR729"", ""ACR730"", ""ACR923""]",188689,95042,93647,50.4
ACR,Landfill gas,2023,6,"[""ACR1158"", ""ACR411"", ""ACR729"", ""ACR895"", ""ACR920"", ""ACR923""]",315723,52844,262879,16.7
ACR,Landfill gas,2024,7,"[""ACR1064"", ""ACR1158"", ""ACR411"", ""ACR729"", ""ACR895"", ""ACR920"", ""ACR923""]",267305,1148,266157,0.4
ACR,Mixed renewables,2004,1,"[""ACR125""]",5,0,5,0.0
ACR,Mixed renewables,2005,2,"[""ACR125"", ""ACR129""]",491,0,491,0.0
ACR,Mixed renewables,2006,2,"[""ACR125"", ""ACR129""]",1638,0,1638,0.0
ACR,Mixed renewables,2007,2,"[""ACR125"", ""ACR129""]",1948,0,1948,0.0
ACR,Mixed renewables,2009,1,"[""ACR177""]",24245,0,24245,0.0
ACR,Mixed renewables,2010,1,"[""ACR177""]",132737,4000,128737,3.0
ACR,Mixed renewables,2011,1,"[""ACR177""]",91970,22246,69724,24.2
ACR,Mixed renewables,2012,1,"[""ACR177""]",102825,14599,88226,14.2
ACR,Mixed renewables,2013,2,"[""ACR165"", ""ACR177""]",434180,231891,202289,53.4
ACR,Mixed renewables,2014,1,"[""ACR177""]",141643,221,141422,0.2
ACR,Mixed renewables,2015,2,"[""ACR191"", ""ACR224""]",155810,47245,108565,30.3
ACR,Mixed renewables,2016,2,"[""ACR191"", ""ACR224""]",258088,45777,212311,17.7
ACR,Mixed renewables,2017,2,"[""ACR191"", ""ACR224""]",133306,10032,123274,7.5
ACR,Mixed renewables,2018,2,"[""ACR191"", ""ACR224""]",195071,43307,151764,22.2
ACR,Mixed renewables,2019,2,"[""ACR191"", ""ACR224""]",189339,42854,146485,22.6
ACR,Mixed renewables,2020,2,"[""ACR191"", ""ACR224""]",84960,29429,55531,34.6
ACR,Mixed renewables,2021,1,"[""ACR224""]",61672,80,61592,0.1
ACR,Nitric acid,2001,1,"[""ACR167""]",125000,0,125000,0.0
ACR,Oil Field Gas Recovery,2000,1,"[""ACR117""]",991518,286301,705217,28.9
ACR,Oil Field Gas Recovery,2001,1,"[""ACR117""]",718342,99250,619092,13.8
ACR,Oil Field Gas Recovery,2002,1,"[""ACR117""]",736816,229238,507578,31.1
ACR,Oil Field Gas Recovery,2003,2,"[""ACR117"", ""ACR120""]",1322814,427025,895789,32.3
ACR,Oil Field Gas Recovery,2004,5,"[""ACR117"", ""ACR118"", ""ACR120"", ""ACR121"", ""ACR123""]",2739431,731161,2008270,26.7
ACR,Oil Field Gas Recovery,2005,5,"[""ACR117"", ""ACR118"", ""ACR120"", ""ACR121"", ""ACR123""]",4129065,2103613,2025452,50.9
ACR,Oil Field Gas Recovery,2006,5,"[""ACR117"", ""ACR118"", ""ACR120"", ""ACR121"", ""ACR123""]",3281336,1021871,2259465,31.1
ACR,Oil Field Gas Recovery,2007,5,"[""ACR117"", ""ACR118"", ""ACR120"", ""ACR121"", ""ACR123""]",4372382,1934669,2437713,44.2
ACR,Oil Field Gas Recovery,2008,5,"[""ACR109"", ""ACR117"", ""ACR118"", ""ACR121"", ""ACR123""]",3528103,920533,2607570,26.1
ACR,Oil Field Gas Recovery,2009,1,"[""ACR109""]",109153,109153,0,100.0
ACR,Oil Field Gas Recovery,2010,2,"[""ACR109"", ""ACR111""]",116108,51120,64988,44.0
ACR,Oil Field Gas Recovery,2011,1,"[""ACR109""]",105596,0,105596,0.0
ACR,Oil Field Gas Recovery,2012,1,"[""ACR109""]",92762,0,92762,0.0
ACR,Oil Field Gas Recovery,2013,1,"[""ACR109""]",84182,0,84182,0.0
ACR,Oil Field Gas Recovery,2023,4,"[""ACR1023"", ""ACR890"", ""ACR894"", ""ACR966""]",2059142,326176,1732966,15.8
ACR,Oil Field Gas Recovery,2024,7,"[""ACR1023"", ""ACR894"", ""ACR915"", ""ACR930"", ""ACR934"", ""ACR966"", ""ACR978""]",2396824,662349,1734475,27.6
ACR,Oil Field Gas Recovery,2025,3,"[""ACR1043"", ""ACR1093"", ""ACR959""]",442217,104060,338157,23.5
ACR,Reforestation and ecosystem restoration,2011,1,"[""ACR410""]",170,0,170,0.0
ACR,Reforestation and ecosystem restoration,2012,1,"[""ACR410""]",683,0,683,0.0
ACR,Reforestation and ecosystem restoration,2014,1,"[""ACR410""]",5316,0,5316,0.0
ACR,Reforestation and ecosystem restoration,2015,1,"[""ACR410""]",13713,0,13713,0.0
ACR,Reforestation and ecosystem restoration,2016,1,"[""ACR410""]",12171,0,12171,0.0
ACR,Reforestation and ecosystem restoration,2017,1,"[""ACR410""]",11233,0,11233,0.0
ACR,Reforestation and ecosystem restoration,2018,1,"[""ACR410""]",16266,0,16266,0.0
ACR,Rewilding,2010,1,"[""ACR222""]",13891,13292,599,95.7
ACR,Rewilding,2011,1,"[""ACR222""]",15370,14144,1226,92.0
ACR,Rewilding,2012,1,"[""ACR222""]",20618,18161,2457,88.1
ACR,Rewilding,2013,1,"[""ACR222""]",14795,13414,1381,90.7
ACR,Rewilding,2014,1,"[""ACR222""]",17243,16119,1124,93.5
ACR,Rewilding,2015,1,"[""ACR222""]",17587,17587,0,100.0
ACR,Rewilding,2016,1,"[""ACR222""]",17782,17732,50,99.7
ACR,Rewilding,2017,1,"[""ACR222""]",16809,16809,0,100.0
ACR,Rewilding,2018,1,"[""ACR222""]",16244,11785,4459,72.5
ACR,Rewilding,2019,1,"[""ACR222""]",15858,15858,0,100.0
ACR,Rewilding,2020,1,"[""ACR222""]",10402,0,10402,0.0
ACR,Rewilding,2021,1,"[""ACR222""]",10893,0,10893,0.0
ACR,Rewilding,2022,1,"[""ACR222""]",10292,0,10292,0.0
ACR,Rewilding,2023,1,"[""ACR222""]",9988,9500,488,95.1
ACR,Rewilding,2024,1,"[""ACR222""]",9252,0,9252,0.0
ACR,Rice cultivation,2012,1,"[""ACR205""]",7,7,0,100.0
ACR,Rice cultivation,2013,2,"[""ACR205"", ""ACR230""]",226,226,0,100.0
ACR,Rice cultivation,2014,1,"[""ACR230""]",170,170,0,100.0
ACR,Rice cultivation,2015,1,"[""ACR230""]",194,194,0,100.0
ACR,Soil & Livestock,2011,1,"[""ACR171""]",2,2,0,100.0
ACR,Soil & Livestock,2013,2,"[""ACR190"", ""ACR380""]",19183,4,19179,0.0
ACR,Soil & Livestock,2014,1,"[""ACR190""]",24558,0,24558,0.0
ACR,Soil & Livestock,2015,11,"[""ACR190"", ""ACR232"", ""ACR233"", ""ACR234"", ""ACR235"", ""ACR238"", ""ACR239"", ""ACR241"", ""ACR283"", ""ACR313"", ""ACR380""]",237423,7,237416,0.0
ACR,Soil & Livestock,2016,13,"[""ACR190"", ""ACR232"", ""ACR233"", ""ACR234"", ""ACR235"", ""ACR238"", ""ACR239"", ""ACR241"", ""ACR259"", ""ACR283"", ""ACR313"", ""ACR349"", ""ACR380""]",270942,38,270904,0.0
ACR,Soil & Livestock,2017,17,"[""ACR190"", ""ACR232"", ""ACR233"", ""ACR234"", ""ACR235"", ""ACR238"", ""ACR239"", ""ACR241"", ""ACR259"", ""ACR283"", ""ACR313"", ""ACR322"", ""ACR323"", ""ACR349"", ""ACR353"", ""ACR355"", ""ACR380""]",314532,21,314511,0.0
ACR,Soil & Livestock,2018,15,"[""ACR190"", ""ACR232"", ""ACR233"", ""ACR234"", ""ACR235"", ""ACR238"", ""ACR239"", ""ACR241"", ""ACR259"", ""ACR313"", ""ACR322"", ""ACR323"", ""ACR349"", ""ACR355"", ""ACR390""]",288967,0,288967,0.0
ACR,Soil & Livestock,2019,15,"[""ACR190"", ""ACR232"", ""ACR233"", ""ACR234"", ""ACR235"", ""ACR236"", ""ACR238"", ""ACR239"", ""ACR241"", ""ACR259"", ""ACR313"", ""ACR349"", ""ACR355"", ""ACR390"", ""ACR467""]",298295,0,298295,0.0
ACR,Soil & Livestock,2020,12,"[""ACR190"", ""ACR232"", ""ACR234"", ""ACR235"", ""ACR238"", ""ACR241"", ""ACR259"", ""ACR313"", ""ACR349"", ""ACR355"", ""ACR390"", ""ACR467""]",190533,0,190533,0.0
ACR,Soil & Livestock,2021,8,"[""ACR235"", ""ACR236"", ""ACR238"", ""ACR239"", ""ACR241"", ""ACR259"", ""ACR313"", ""ACR355""]",99693,0,99693,0.0
ACR,Soil & Livestock,2022,4,"[""ACR239"", ""ACR259"", ""ACR313"", ""ACR355""]",44778,21741,23037,48.6
ACR,Soil & Livestock,2023,3,"[""ACR259"", ""ACR313"", ""ACR355""]",40128,0,40128,0.0
ACR,Soil & Livestock,2024,3,"[""ACR259"", ""ACR313"", ""ACR355""]",23141,0,23141,0.0
ACR,Soil & Livestock,2025,1,"[""ACR259""]",11662,0,11662,0.0
ACR,Waste to energy,2003,1,"[""ACR103""]",8072,2500,5572,31.0
ACR,Waste to energy,2004,1,"[""ACR103""]",5848,32,5816,0.5
ACR,Waste to energy,2005,1,"[""ACR103""]",4409,231,4178,5.2
ACR,Waste to energy,2006,1,"[""ACR103""]",3632,3632,0,100.0
ACR,Waste to energy,2007,1,"[""ACR103""]",7998,7998,0,100.0
ACR,Waste to energy,2008,1,"[""ACR103""]",13210,13210,0,100.0
ACR,Waste to energy,2009,1,"[""ACR103""]",1033,1033,0,100.0
ACR,Waste to energy,2010,1,"[""ACR126""]",170626,0,170626,0.0
ACR,Waste to energy,2011,1,"[""ACR126""]",409787,27668,382119,6.8
ACR,Waste to energy,2012,1,"[""ACR126""]",502389,388932,113457,77.4
ACR,Waste to energy,2013,1,"[""ACR126""]",639196,631999,7197,98.9
ACR,Waste to energy,2014,1,"[""ACR126""]",278098,233230,44868,83.9
ACR,Waste to energy,2015,1,"[""ACR126""]",470530,422677,47853,89.8
ACR,Wastewater treatment,2008,1,"[""ACR160""]",100000,0,100000,0.0
ACR,Wastewater treatment,2019,1,"[""ACR408""]",11295,11295,0,100.0
CAR,Composting,2008,3,"[""CAR801"", ""CAR825"", ""CAR866""]",6554,6554,0,100.0
CAR,Composting,2009,3,"[""CAR801"", ""CAR825"", ""CAR866""]",27751,27751,0,100.0
CAR,Composting,2010,4,"[""CAR796"", ""CAR801"", ""CAR825"", ""CAR866""]",45940,45940,0,100.0
CAR,Composting,2011,4,"[""CAR796"", ""CAR801"", ""CAR825"", ""CAR866""]",52011,52011,0,100.0
CAR,Composting,2012,4,"[""CAR796"", ""CAR801"", ""CAR825"", ""CAR866""]",87807,87807,0,100.0
CAR,Composting,2013,4,"[""CAR796"", ""CAR801"", ""CAR825"", ""CAR866""]",122509,122509,0,100.0
CAR,Composting,2014,3,"[""CAR1096"", ""CAR825"", ""CAR866""]",96601,96601,0,100.0
CAR,Composting,2015,3,"[""CAR1096"", ""CAR825"", ""CAR866""]",88201,88201,0,100.0
CAR,Composting,2016,2,"[""CAR1096"", ""CAR866""]",38243,38243,0,100.0
CAR,Composting,2017,2,"[""CAR1096"", ""CAR866""]",44351,44351,0,100.0
CAR,Composting,2018,2,"[""CAR1096"", ""CAR866""]",33724,33724,0,100.0
CAR,Composting,2019,1,"[""CAR1096""]",9035,9035,0,100.0
CAR,Composting,2020,3,"[""CAR1096"", ""CAR825"", ""CAR866""]",53502,53502,0,100.0
CAR,Composting,2021,2,"[""CAR825"", ""CAR866""]",48192,48192,0,100.0
CAR,Composting,2022,3,"[""CAR1096"", ""CAR825"", ""CAR866""]",64392,64392,0,100.0
CAR,Composting,2023,3,"[""CAR1096"", ""CAR825"", ""CAR866""]",80087,47843,32244,59.7
CAR,Composting,2024,3,"[""CAR1096"", ""CAR825"", ""CAR866""]",58745,1555,57190,2.6
CAR,Forest management,2002,1,"[""CAR696""]",7293,4569,2724,62.6
CAR,Forest management,2003,2,"[""CAR696"", ""CAR935""]",17942,14079,3863,78.5
CAR,Forest management,2004,4,"[""CAR661"", ""CAR686"", ""CAR696"", ""CAR935""]",67124,18466,48658,27.5
CAR,Forest management,2005,7,"[""CAR101"", ""CAR102"", ""CAR661"", ""CAR686"", ""CAR696"", ""CAR697"", ""CAR935""]",263908,70488,193420,26.7
CAR,Forest management,2006,10,"[""CAR101"", ""CAR102"", ""CAR575"", ""CAR648"", ""CAR655"", ""CAR661"", ""CAR686"", ""CAR696"", ""CAR697"", ""CAR935""]",384846,83586,301260,21.7
CAR,Forest management,2007,18,"[""CAR101"", ""CAR102"", ""CAR408"", ""CAR429"", ""CAR575"", ""CAR582"", ""CAR590"", ""CAR646"", ""CAR648"", ""CAR655"", ""CAR660"", ""CAR661"", ""CAR672"", ""CAR683"", ""CAR696"", ""CAR697"", ""CAR730"", ""CAR935""]",3164845,193638,2971207,6.1
CAR,Forest management,2008,20,"[""CAR101"", ""CAR102"", ""CAR408"", ""CAR429"", ""CAR575"", ""CAR582"", ""CAR590"", ""CAR646"", ""CAR648"", ""CAR655"", ""CAR660"", ""CAR661"", ""CAR672"", ""CAR681"", ""CAR683"", ""CAR686"", ""CAR696"", ""CAR697"", ""CAR730"", ""CAR935""]",1591844,341722,1250122,21.5
CAR,Forest management,2009,21,"[""CAR101"", ""CAR102"", ""CAR408"", ""CAR429"", ""CAR575"", ""CAR582"", ""CAR590"", ""CAR645"", ""CAR646"", ""CAR648"", ""CAR655"", ""CAR660"", ""CAR661"", ""CAR672"", ""CAR681"", ""CAR683"", ""CAR686"", ""CAR696"", ""CAR697"", ""CAR730"", ""CAR935""]",1323586,390503,933083,29.5
CAR,Forest management,2010,26,"[""CAR101"", ""CAR102"", ""CAR408"", ""CAR429"", ""CAR430"", ""CAR575"", ""CAR582"", ""CAR590"", ""CAR645"", ""CAR646"", ""CAR648"", ""CAR655"", ""CAR657"", ""CAR658"", ""CAR660"", ""CAR661"", ""CAR672"", ""CAR681"", ""CAR683"", ""CAR686"", ""CAR694"", ""CAR696"", ""CAR697"", ""CAR730"", ""CAR780"", ""CAR935""]",2285602,627907,1657695,27.5
CAR,Forest management,2011,26,"[""CAR101"", ""CAR102"", ""CAR408"", ""CAR429"", ""CAR575"", ""CAR582"", ""CAR590"", ""CAR645"", ""CAR646"", ""CAR648"", ""CAR655"", ""CAR657"", ""CAR658"", ""CAR660"", ""CAR661"", ""CAR672"", ""CAR681"", ""CAR683"", ""CAR686"", ""CAR694"", ""CAR696"", ""CAR697"", ""CAR730"", ""CAR777"", ""CAR780"", ""CAR935""]",2366605,194344,2172261,8.2
CAR,Forest management,2012,25,"[""CAR101"", ""CAR102"", ""CAR408"", ""CAR429"", ""CAR575"", ""CAR582"", ""CAR590"", ""CAR645"", ""CAR646"", ""CAR648"", ""CAR655"", ""CAR657"", ""CAR660"", ""CAR661"", ""CAR672"", ""CAR681"", ""CAR683"", ""CAR686"", ""CAR694"", ""CAR696"", ""CAR697"", ""CAR730"", ""CAR777"", ""CAR780"", ""CAR935""]",1820062,300807,1519255,16.5
CAR,Forest management,2013,27,"[""CAR1004"", ""CAR101"", ""CAR1015"", ""CAR102"", ""CAR1032"", ""CAR408"", ""CAR575"", ""CAR582"", ""CAR590"", ""CAR646"", ""CAR655"", ""CAR657"", ""CAR660"", ""CAR661"", ""CAR672"", ""CAR681"", ""CAR683"", ""CAR686"", ""CAR694"", ""CAR696"", ""CAR697"", ""CAR730"", ""CAR777"", ""CAR780"", ""CAR935"", ""CAR973"", ""CAR993""]",4577382,426365,4151017,9.3
CAR,Forest management,2014,29,"[""CAR101"", ""CAR1013"", ""CAR1015"", ""CAR102"", ""CAR1032"", ""CAR1046"", ""CAR1067"", ""CAR1086"", ""CAR1088"", ""CAR1094"", ""CAR1095"", ""CAR1262"", ""CAR408"", ""CAR575"", ""CAR590"", ""CAR646"", ""CAR660"", ""CAR661"", ""CAR672"", ""CAR683"", ""CAR686"", ""CAR694"", ""CAR696"", ""CAR697"", ""CAR730"", ""CAR777"", ""CAR935"", ""CAR973"", ""CAR993""]",4818515,497844,4320671,10.3
CAR,Forest management,2015,27,"[""CAR1013"", ""CAR1015"", ""CAR1032"", ""CAR1041"", ""CAR1063"", ""CAR1066"", ""CAR1086"", ""CAR1088"", ""CAR1094"", ""CAR1095"", ""CAR1103"", ""CAR1104"", ""CAR1130"", ""CAR1139"", ""CAR1140"", ""CAR1175"", ""CAR1217"", ""CAR1262"", ""CAR429"", ""CAR575"", ""CAR646"", ""CAR672"", ""CAR683"", ""CAR694"", ""CAR935"", ""CAR973"", ""CAR993""]",7614668,88456,7526212,1.2
CAR,Forest management,2016,42,"[""CAR1013"", ""CAR1015"", ""CAR1041"", ""CAR1062"", ""CAR1063"", ""CAR1066"", ""CAR1070"", ""CAR1086"", ""CAR1088"", ""CAR1092"", ""CAR1094"", ""CAR1095"", ""CAR1098"", ""CAR1099"", ""CAR1100"", ""CAR1102"", ""CAR1103"", ""CAR1104"", ""CAR1114"", ""CAR1130"", ""CAR1134"", ""CAR1139"", ""CAR1140"", ""CAR1141"", ""CAR1147"", ""CAR1159"", ""CAR1160"", ""CAR1175"", ""CAR1180"", ""CAR1183"", ""CAR1191"", ""CAR1217"", ""CAR1262"", ""CAR429"", ""CAR575"", ""CAR646"", ""CAR672"", ""CAR683"", ""CAR694"", ""CAR935"", ""CAR973"", ""CAR993""]",9734167,90490,9643677,0.9
CAR,Forest management,2017,50,"[""CAR1013"", ""CAR1015"", ""CAR1032"", ""CAR1041"", ""CAR1062"", ""CAR1063"", ""CAR1066"", ""CAR1070"", ""CAR1086"", ""CAR1088"", ""CAR1094"", ""CAR1095"", ""CAR1098"", ""CAR1099"", ""CAR1100"", ""CAR1102"", ""CAR1103"", ""CAR1104"", ""CAR1130"", ""CAR1139"", ""CAR1141"", ""CAR1147"", ""CAR1159"", ""CAR1160"", ""CAR1161"", ""CAR1162"", ""CAR1173"", ""CAR1174"", ""CAR1175"", ""CAR1180"", ""CAR1190"", ""CAR1191"", ""CAR1197"", ""CAR1204"", ""CAR1208"", ""CAR1209"", ""CAR1213"", ""CAR1215"", ""CAR1217"", ""CAR1262"", ""CAR1282"", ""CAR1285"", ""CAR1306"", ""CAR429"", ""CAR575"", ""CAR646"", ""CAR672"", ""CAR683"", ""CAR935"", ""CAR993""]",9500291,61616,9438675,0.6
CAR,Forest management,2018,82,"[""CAR1013"", ""CAR1015"", ""CAR1062"", ""CAR1063"", ""CAR1070"", ""CAR1086"", ""CAR1088"", ""CAR1095"", ""CAR1098"", ""CAR1099"", ""CAR1100"", ""CAR1102"", ""CAR1103"", ""CAR1104"", ""CAR1130"", ""CAR1139"", ""CAR1140"", ""CAR1141"", ""CAR1147"", ""CAR1159"", ""CAR1160"", ""CAR1161"", ""CAR1162"", ""CAR1173"", ""CAR1174"", ""CAR1175"", ""CAR1180"", ""CAR1183"", ""CAR1190"", ""CAR1191"", ""CAR1197"", ""CAR1204"", ""CAR1205"", ""CAR1206"", ""CAR1208"", ""CAR1209"", ""CAR1213"", ""CAR1215"", ""CAR1217"", ""CAR1257"", ""CAR1262"", ""CAR1264"", ""CAR1282"", ""CAR1285"", ""CAR1306"", ""CAR1313"", ""CAR1325"", ""CAR1333"", ""CAR1344"", ""CAR1345"", ""CAR1347"", ""CAR1348"", ""CAR1350"", ""CAR1351"", ""CAR1352"", ""CAR1353"", ""CAR1354"", ""CAR1355"", ""CAR1356"", ""CAR1357"", ""CAR1358"", ""CAR1359"", ""CAR1360"", ""CAR1361"", ""CAR1362"", ""CAR1363"", ""CAR1364"", ""CAR1366"", ""CAR1375"", ""CAR1387"", ""CAR1388"", ""CAR1392"", ""CAR1428"", ""CAR2047"", ""CAR575"", ""CAR646"", ""CAR672"", ""CAR683"", ""CAR694"", ""CAR935"", ""CAR973"", ""CAR993""]",15089127,81418,15007709,0.5
